id_operacion_sio;fecha;año;mes;commodity;fuente;mercado;tipo_precio;operacion;moneda;unidad;precio;precio_original_texto;volumen;volumen_unidad;procedencia;lugar_entrega;condicion_comercial;precio_cero_flag;precio_valido_para_serie;fecha_descarga_snapshot;fecha_actualizacion_dashboard;observaciones
8492264;2026-09-17;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;293000;"293000,00
$";300,00;TN;BUENOS AIRESTANDIL;Zona 5En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492259;2026-09-17;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;50000;"50000,00
$";29,96;TN;CHACOMIRAFLORES;Rosario NEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492258;2026-09-17;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;363.6;"363,60
U$S";30,00;TN;BUENOS AIRESMERCEDES;Zona 13En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492257;2026-09-17;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;235;"235,00
U$S";250,00;TN;CÓRDOBAMONTE MAIZ;Zona 12En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492252;2026-09-17;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;280000;"280000,00
$";76,67;TN;LA PAMPACAMPO DE LOS TOROS;Zona 2En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492243;2026-09-17;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;565000;"565000,00
$";300,00;TN;CÓRDOBADEL CAMPILLO;Rosario SEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492242;2026-09-17;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;290000;"290000,00
$";35,62;TN;SANTA FECARMEN DEL SAUCE;Zona 6En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492241;2026-09-17;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;150;"150,00
U$S";150,00;TN;ENTRE RÍOSFEDERAL;Zona 12En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492238;2026-09-17;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Anulación;USD;TN;175;"175,00
U$S";63,50;TN;TUCUMÁNYERBA BUENA (SIMOCA-;Zona 15En destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492235;2026-09-17;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;225;"225,00
U$S";400,00;TN;SANTA FESUNCHALES;Rosario NEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492233;2026-09-17;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;450;"450,00
U$S";60,00;TN;BUENOS AIRESJUAN N. FERNANDEZ;QuequenEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492232;2026-09-17;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;450;"450,00
U$S";60,00;TN;BUENOS AIRESJUAN N. FERNANDEZ;QuequenEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492231;2026-09-17;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;450;"450,00
U$S";150,00;TN;BUENOS AIRESLOBERIA;QuequenEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492230;2026-09-17;2026;9;CEBADA FORR.;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";110,00;TN;BUENOS AIRESCORONEL PRINGLES;B.BlancaEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495364;2026-09-18;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;515200;"515200,00
$";157,12;TN;ENTRE RÍOSCHAÑAR;Zona 13En destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495361;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;230;"230,00
U$S";200,00;TN;BUENOS AIRESFORTIN OLAVARRIA;Zona 2En destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495359;2026-09-18;2026;9;CEBADA FORR.;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";75,00;TN;BUENOS AIRESNECOCHEA;QuequenEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495358;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;230;"230,00
U$S";5000,00;TN;SANTA FEMARIA JUANA;Rosario NEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495357;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";30,05;TN;BUENOS AIRESSAN NICOLAS;Rosario SEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495355;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";23,61;TN;BUENOS AIRESGENERAL VILLEGAS;Rosario SEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495352;2026-09-18;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;294200;"294200,00
$";85,00;TN;SANTA FECAÑADA DE GOMEZ;Zona 15En destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495351;2026-09-18;2026;9;Sorgo;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;195;"195,00
U$S";349,38;TN;LA PAMPACATRILO;Rosario NEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495350;2026-09-18;2026;9;Sorgo;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;195;"195,00
U$S";30,00;TN;SANTA FEPILAR;Rosario NEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495349;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;330000;"330000,00
$";70,00;TN;CÓRDOBAHERNANDO;CordobaEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495348;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;330000;"330000,00
$";35,00;TN;CÓRDOBAHERNANDO;CordobaEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495343;2026-09-18;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;570000;"570000,00
$";69,77;TN;CÓRDOBARIO CUARTO;Zona 9En destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495315;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;235;"235,00
U$S";120,00;TN;BUENOS AIRESTANDIL;QuequenEn destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495314;2026-09-18;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;330000;"330000,00
$";29,45;TN;CÓRDOBADESPEÑADEROS;CordobaEn origen;;no;sí;2026-09-18T17:07:41;2026-09-18;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8495309;2026-09-18;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;244170;"244170,00
$";144,50;TN;SALTAGENERAL ENRIQUE MOSC;Zona 17En destino;;no;sí;2026-09-18T17:07:41;2026-09-18;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8497017;2026-09-19;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;215250;"215250,00
$";345,09;TN;CHACOPAMPA DEL INFIERNO;Zona 17En origen;;no;sí;2026-09-19T16:36:17;2026-09-19;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8497016;2026-09-19;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;540000;"540000,00
$";60,00;TN;CÓRDOBALABOULAYE;Zona 8En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8497014;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;206000;"206000,00
$";150,00;TN;SANTIAGO DEL ESTERONUEVA ESPERANZA (DPT;Zona 13En origen;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8497012;2026-09-19;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;540000;"540000,00
$";60,00;TN;CÓRDOBALABOULAYE;Zona 8En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8497009;2026-09-19;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;310000;"310000,00
$";170,00;TN;BUENOS AIRESMOLL;Zona 6En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496997;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;295000;"295000,00
$";30,00;TN;SANTA FEMARCELINO ESCALADA;Zona 14En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496996;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;295000;"295000,00
$";35,00;TN;SANTA FESAN JORGE;Zona 14En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496995;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;295000;"295000,00
$";90,00;TN;CÓRDOBAVILLA DEL ROSARIO;Zona 14En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496993;2026-09-19;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;543000;"543000,00
$";30,00;TN;ENTRE RÍOSHERNANDEZ;Zona 13En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496992;2026-09-19;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;520800;"520800,00
$";30,00;TN;ENTRE RÍOSRINCON DEL DOLL;Zona 13En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496989;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;285000;"285000,00
$";90,00;TN;BUENOS AIRESALBERTI;Zona 6En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496988;2026-09-19;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;287000;"287000,00
$";180,00;TN;BUENOS AIRESALBERTI;Zona 5En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496987;2026-09-19;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360;"360,00
U$S";300,00;TN;BUENOS AIRES25 DE MAYO;Zona 6En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496986;2026-09-19;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;330000;"330000,00
$";300,00;TN;BUENOS AIRESBRAGADO;Zona 6En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8496979;2026-09-19;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;323976;"323975,70
$";163,24;TN;CÓRDOBALAS VARAS;Zona 8En destino;;no;sí;2026-09-19T16:36:17;2026-09-19;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498317;2026-09-21;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;375;"375,00
U$S";240,00;TN;ENTRE RÍOSVICTORIA;Rosario SEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498316;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Rectificación;USD;TN;195;"195,00
U$S";30,00;TN;SANTA FECLUCELLAS;Rosario NEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498315;2026-09-21;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";60,00;TN;TUCUMÁNGOBERNADOR GARMENDIA;Zona 16En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498314;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Rectificación;USD;TN;195;"195,00
U$S";60,00;TN;SANTA FELAS PETACAS;Rosario NEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498313;2026-09-21;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;345000;"345000,00
$";400,00;TN;CÓRDOBASAN BASILIO;Zona 9En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498310;2026-09-21;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";40,00;TN;LA PAMPAINTENDENTE ALVEAR;Zona 7En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498307;2026-09-21;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360;"360,00
U$S";90,00;TN;BUENOS AIRESGENERAL LAMADRID;B.BlancaEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498305;2026-09-21;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360;"360,00
U$S";30,00;TN;BUENOS AIRESOLAVARRIA;QuequenEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498303;2026-09-21;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360;"360,00
U$S";150,00;TN;BUENOS AIRESCORONEL SUAREZ;B.BlancaEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498301;2026-09-21;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;320000;"320000,00
$";30,00;TN;CÓRDOBAGUATIMOZIN;Zona 8En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498291;2026-09-21;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;420000;"420000,00
$";210,00;TN;BUENOS AIRESLA VIOLETA;Zona 6En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498290;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;199;"199,00
U$S";5500,00;TN;BUENOS AIRESARRECIFES;Zona 6En destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498288;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;200;"200,00
U$S";100,00;TN;SANTA FELUIS PALACIOS;Rosario NEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498286;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;195;"195,00
U$S";337,40;TN;SANTA FEGODOY;Rosario SEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8498285;2026-09-21;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;226344;"226344,00
$";41,31;TN;CÓRDOBACANDELARIA (TOTORAL);Rosario SEn destino;;no;sí;2026-09-21T18:49:35;2026-09-21;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501435;2026-09-22;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";500,00;TN;SANTA FELUIS PALACIOS;Rosario NEn destino;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501428;2026-09-22;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;125.98;"125,98
U$S";68,48;TN;TUCUMÁNBURRUYACU;Zona 15En origen;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501427;2026-09-22;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";270,00;TN;SANTA FETEODELINA;Rosario NEn destino;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501426;2026-09-22;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;400;"400,00
U$S";60,00;TN;BUENOS AIRESBENITO JUAREZ;QuequenEn destino;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501425;2026-09-22;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";400,00;TN;SANTA FETEODELINA;Zona 6En destino;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501414;2026-09-22;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;301000;"301000,00
$";259,23;TN;SAN LUISJUSTO DARACT;Zona 10En destino;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8501389;2026-09-22;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;492000;"492000,00
$";300,00;TN;TUCUMÁNLOS PEREYRA;Rosario NEn origen;;no;sí;2026-09-22T17:40:31;2026-09-22;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
