fuente;commodity;periodo_ym;mercado;tipo_precio;moneda;unidad;frecuencia;registros;precio_min;precio_max
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;15464.85;15464.85
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;16414.12;16414.12
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;16613.5;16613.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;17862.5;17862.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;17794.9;17794.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;19497.8;19497.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;20900.53;20900.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;18755.8;18755.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;17968.8;17968.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;18387.5;18387.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;19435.82;19435.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;19018.53;19018.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;20053.7;20053.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2021-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;22156.8;22156.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;23885.2;23885.2
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;25572.4;25572.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;30408.7;30408.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;29842.37;29842.37
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;31412.11;31412.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;30910;30910
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;29842.37;29842.37
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;34110;34110
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;30343.77;30343.77
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;33711;33711
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;37071.76;37071.76
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;40395;40395
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;39380.3;39380.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2022-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;42627.1;42627.1
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;47282.9;47282.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;49898.82;49898.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;50850;50850
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;48500;48500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;50778.41;50778.41
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;51638.18;51638.18
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;48533.67;48533.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;48602.89;48602.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;64074;64074
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;62637.8;62637.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;51905.26;51905.26
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;63950;63950
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;62709.67;62709.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;62022.38;62022.38
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;66555.56;66555.56
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;67160.31;67160.31
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;68238.46;68238.46
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-10;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;86250;86250
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;87251.75;87251.75
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;85310;85310
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-11;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;99571;99571
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;97690;97690
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;101105;101105
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-12;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;146363.64;146363.64
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-12;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;148400;148400
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2023-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;146930.77;146930.77
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;157750;157750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;154500;154500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;155463.64;155463.64
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;153642.86;153642.86
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;149533.64;149533.64
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;144989.47;144989.47
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;156705.88;156705.88
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;154585.71;154585.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;147388.89;147388.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;165441.18;165441.18
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;163485.71;163485.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;152573.68;152573.68
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;167461.5;167461.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;164687.5;164687.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;160895.45;160895.45
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;165222.22;165222.22
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;168767.9;168767.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;162600;162600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;161277.8;161277.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;159565.8;159565.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;155147.73;155147.73
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;164315.79;164315.79
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;160790;160790
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;160981.82;160981.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;172523.81;172523.81
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;166541.67;166541.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2024-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;169285.71;169285.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;204166.67;204166.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;200842.86;200842.86
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;205475;205475
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;221764.71;221764.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;212857;212857
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;217930;217930
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;223250;223250
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;218333.33;218333.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;208605.56;208605.56
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;230384.62;230384.62
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;226333.33;226333.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;224000;224000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;227500;227500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;210400;210400
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;202842.11;202842.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;217900;217900
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;216624.74;216624.74
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;231566.67;231566.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;231449.75;231449.75
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;240000;240000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;250783.16;250783.16
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-10;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;251429;251429
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;254919.7;254919.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;262009.72;262009.72
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2025-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;275384.42;275384.42
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;278655;278655
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;253156.39;253156.39
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;243569.75;243569.75
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;256038.95;256038.95
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;257954.89;257954.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;259120.48;259120.48
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;273318.47;273318.47
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2026-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;271477.5;271477.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;15344.55;15344.55
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14908.31;14908.31
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;13943.53;13943.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;13943.27;13943.27
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;13670.8;13670.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;14587.26;14587.26
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14533.16;14533.16
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;15477.4;15477.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;15242.86;15242.86
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;16147.43;16147.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;16696;16696
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;17871.8;17871.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;20190.6;20190.6
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;24802.37;24802.37
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;27275.9;27275.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2020-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;27634.44;27634.44
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;27916.9;27916.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;29160;29160
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;29960.9;29960.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;30810.3;30810.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;32406.47;32406.47
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;30427.9;30427.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;31592.1;31592.1
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;32870.95;32870.95
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2021-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;33783.86;33783.86
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;40193.9;40193.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;45088.8;45088.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;50211.19;50211.19
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;49359.74;49359.74
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;49883.5;49883.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;49290.3;49290.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;49001.32;49001.32
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;51600;51600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;51878.18;51878.18
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;69591.67;69591.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;70346.5;70346.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;66960;66960
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;60208.8;60208.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;74000;74000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;71467.5;71467.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2022-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;94930.6;94930.6
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;87000;87000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;88283.33;88283.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;99444.4;99444.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;102132.9;102132.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;100311.1;100311.1
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;101946.2;101946.2
